(136, 0), (145, 4), (195, 3), (201, 0), (220, 2), (261, 6), (295, 6), (306, 1), (389, 2)
(-89, 0), (-22, 3), (7, 4), (38, 2), (68, 6), (97, 1), (144, 6), (179, 2), (214, 0)
(76, 4), (111, 0), (175, 3), (231, 6), (235, 2), (284, 6), (292, 1), (373, 2), (387, 0)
(123, 4), (274, 6), (274, 0), (283, 2), (352, 3), (414, 6), (435, 1), (521, 2), (576, 0)
(102, 0), (122, 4), (151, 3), (214, 6), (226, 2), (226, 6), (274, 1), (317, 0), (349, 2)
(126, 4), (172, 0), (189, 2), (251, 3), (288, 6), (338, 6), (384, 1), (453, 0), (473, 2)
(20, 0), (62, 4), (72, 3), (98, 2), (148, 6), (178, 6), (225, 1), (307, 2), (324, 0)
(81, 4), (135, 0), (201, 3), (210, 6), (223, 2), (274, 0), (307, 6), (356, 1), (444, 2)
(77, 0), (112, 4), (136, 0), (138, 3), (205, 2), (240, 6), (244, 6), (253, 1), (328, 2)
(100, 4), (156, 0), (230, 3), (258, 6), (278, 2), (291, 6), (340, 1), (343, 0), (415, 2)
(4, 4), (74, 0), (120, 3), (158, 2), (164, 6), (203, 6), (214, 1), (260, 0), (289, 2)
(86, 4), (111, 0), (128, 2), (160, 3), (235, 6), (242, 6), (268, 1), (349, 2), (367, 0)
(-76, 0), (-13, 0), (-8, 3), (47, 2), (53, 4), (72, 6), (78, 1), (167, 2), (169, 6)
(87, 0), (129, 4), (143, 3), (189, 2), (208, 6), (214, 1), (285, 6), (300, 2), (350, 0)
(102, 4), (107, 0), (145, 2), (158, 0), (186, 3), (193, 6), (261, 6), (282, 1), (357, 2)
(81, 0), (98, 4), (145, 2), (145, 3), (162, 0), (212, 6), (239, 6), (269, 1), (358, 2)
(45, 0), (74, 4), (112, 3), (146, 2), (202, 6), (227, 6), (231, 1), (289, 0), (314, 2)
(81, 0), (130, 4), (133, 2), (164, 3), (235, 6), (236, 6), (259, 1), (332, 2), (370, 0)
(29, 4), (44, 0), (69, 2), (106, 3), (152, 6), (201, 6), (227, 1), (305, 2), (336, 0)
(27, 4), (125, 0), (169, 6), (191, 3), (195, 2), (277, 0), (286, 6), (305, 1), (381, 2)
(-23, 0), (8, 4), (33, 3), (53, 2), (68, 0), (114, 6), (143, 6), (170, 1), (244, 2)
(130, 0), (134, 4), (190, 2), (204, 3), (278, 6), (288, 6), (295, 1), (372, 2), (438, 0)
(82, 0), (96, 4), (132, 3), (168, 0), (190, 2), (196, 6), (209, 6), (229, 1), (299, 2)
(52, 4), (92, 0), (147, 3), (153, 0), (166, 2), (190, 6), (217, 6), (237, 1), (314, 2)
(-70, 0), (-11, 3), (40, 2), (47, 4), (80, 6), (120, 1), (158, 6), (160, 0), (204, 2)
(140, 4), (212, 0), (245, 0), (253, 6), (258, 3), (266, 2), (337, 6), (362, 1), (444, 2)
(12, 0), (22, 4), (30, 2), (73, 3), (145, 6), (148, 0), (172, 6), (175, 1), (246, 2)
(111, 4), (218, 0), (224, 6), (229, 2), (281, 3), (342, 6), (371, 1), (393, 0), (453, 2)
(-87, 0), (-83, 0), (-33, 3), (34, 6), (37, 1), (41, 4), (42, 2), (108, 2), (129, 6)
(-101, 0), (-28, 3), (18, 2), (32, 4), (68, 6), (71, 1), (120, 0), (126, 6), (160, 2)
(94, 4), (176, 0), (211, 2), (212, 6), (239, 3), (307, 6), (312, 1), (400, 2), (447, 0)
(46, 4), (134, 0), (140, 2), (171, 6), (205, 3), (295, 6), (323, 1), (396, 2), (442, 0)
(53, 4), (114, 0), (138, 2), (160, 0), (163, 3), (200, 6), (271, 6), (274, 1), (357, 2)
(75, 4), (97, 0), (166, 3), (169, 2), (197, 6), (247, 6), (262, 0), (296, 1), (374, 2)
(-6, 0), (36, 4), (42, 0), (50, 3), (124, 6), (126, 2), (139, 1), (175, 6), (226, 2)
(60, 4), (105, 0), (188, 3), (209, 6), (231, 2), (279, 0), (282, 6), (310, 1), (387, 2)
(105, 4), (194, 0), (225, 2), (242, 3), (245, 6), (320, 6), (332, 1), (340, 0), (412, 2)
(127, 4), (198, 0), (255, 3), (280, 6), (302, 2), (321, 6), (363, 1), (449, 2), (492, 0)
(65, 4), (68, 0), (137, 3), (150, 6), (160, 2), (244, 6), (256, 1), (319, 0), (327, 2)
(73, 4), (88, 0), (155, 3), (173, 2), (232, 6), (239, 6), (251, 1), (278, 0), (336, 2)
(72, 4), (96, 0), (162, 2), (169, 3), (231, 6), (243, 6), (263, 0), (265, 1), (350, 2)
(34, 0), (74, 4), (114, 3), (157, 6), (170, 2), (216, 6), (230, 0), (245, 1), (321, 2)
(33, 0), (83, 3), (99, 4), (130, 2), (188, 6), (189, 6), (220, 1), (289, 2), (297, 0)
(1, 0), (10, 2), (33, 4), (53, 3), (121, 6), (125, 6), (146, 1), (217, 0), (235, 2)
(87, 4), (155, 0), (196, 2), (197, 6), (203, 3), (228, 0), (300, 6), (343, 1), (428, 2)
(126, 4), (238, 0), (257, 2), (264, 6), (289, 3), (352, 6), (389, 0), (403, 1), (490, 2)
(86, 0), (122, 4), (134, 3), (189, 2), (244, 6), (246, 6), (250, 0), (265, 1), (336, 2)
